thread_id,messages,sentences,summary
THR000192,4,8,a charge of rs 1180 has been debited on my home loan and i was never told about this charge. case468508 - the charge of rs 1180 on your home loan is a late payment charge. the charge of rs 1180 is being reversed on your home loan.
THR000193,4,9,why is the same income proof being asked for again. a income proof has to be submitted again for this home loan. the branch will scan the income proof and attach it to your home loan application.
THR000194,4,10,tkt668567 - the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the bounce charge of rs 1180 has been waived on this emi.
THR000195,6,14,am i eligible for a top up on the same personal loan. a top up on your personal loan is possible after twelve emis have been paid on time. sr210645 - the top up amount depends on the outstanding on your personal loan and on your income.
THR000196,6,14,the answer on your home loan will be given on that call. i received the call and the issue on my home loan is clear now. thank you for confirming that the home loan issue is clear.
THR000197,6,13,the name printed on my address proof does not match the name in your records. the name mismatch on your address proof is the reason the kyc is incomplete. case269485 - i have attached the corrected address proof with the right name.
THR000198,6,15,i want to change my emi date to the 10th of the month. is there any charge for changing the emi date. case542016 - the new emi date will show in your account once the fresh mandate is active.
THR000199,6,15,ref560676 - for a balance transfer of your vehicle loan we issue a foreclosure letter. is there a charge for the balance transfer. sr295121 - please issue the foreclosure letter for my vehicle loan.
THR000200,4,9,tkt969881 - a charge of rs 250 has been debited on my gold loan and i was never told about this charge. the charge of rs 250 on your gold loan is a late payment charge. the charge of rs 250 is being reversed on your gold loan.
THR000201,6,14,the income proof i uploaded was rejected. sr401010 - the income proof was rejected because the scanned copy was not clearly readable. ref274085 - will my vehicle loan sanction be delayed because the income proof was rejected once.
THR000202,6,16,my reference is <application_ref>. my reference is <application_ref>. my reference is <application_ref>.
THR000203,6,13,for a balance transfer of your vehicle loan we issue a foreclosure letter. is there a charge for the balance transfer. please issue the foreclosure letter for my vehicle loan.
THR000204,6,15,this is regarding application <application_ref>. this is regarding application <application_ref>. i received the call and the issue on my personal loan is clear now.
THR000205,4,11,the salary slip i uploaded was rejected. can you tell me why the salary slip was rejected. the salary slip was rejected because the scanned copy was not clearly readable.
THR000206,6,18,my reference is <application_ref>. my reference is <application_ref>. my reference is <application_ref>.
THR000207,4,11,my reference is <application_ref>. is my home loan eligible for a moratorium. my reference is <application_ref>.
THR000208,4,12,my reference is <application_ref>. my reference is <application_ref>. this is regarding application <application_ref>.
THR000209,4,10,this is regarding application <application_ref>. a income proof has to be submitted again for this personal loan. the branch will scan the income proof and attach it to your personal loan application.
THR000210,4,9,the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the bounce charge of rs 590 has been waived on this emi.
THR000211,6,13,for a balance transfer of your home loan we issue a foreclosure letter. is there a charge for the balance transfer. please issue the foreclosure letter for my home loan.
THR000212,6,15,this is regarding application <application_ref>. i received the call and the issue on my home loan is clear now. this is regarding application <application_ref>.
THR000213,4,9,the name printed on my pan card does not match the name in your records. the name mismatch on your pan card is the reason the kyc is incomplete. i have attached the corrected pan card with the right name.
THR000214,4,8,"does a part prepayment reduce the emi or the tenure. a part prepayment of rs 100,000 can reduce either the emi or the tenure on your vehicle loan. the tenure will reduce once the prepayment of rs 100,000 is received."
THR000215,6,14,am i eligible for a top up on the same personal loan. sr161739 - a top up on your personal loan is possible after twelve emis have been paid on time. the top up amount depends on the outstanding on your personal loan and on your income.
THR000216,4,10,a charge of rs 250 has been debited on my personal loan and i was never told about this charge. case387295 - the charge of rs 250 on your personal loan is a late payment charge. the charge of rs 250 is being reversed on your personal loan.
THR000217,4,10,why is the same salary slip being asked for again. a salary slip has to be submitted again for this home loan. the branch will scan the salary slip and attach it to your home loan application.
THR000218,6,13,i want to change my emi date to the 5th of the month. the emi date can be moved to the 5th from the next cycle. the new emi date will show in your account once the fresh mandate is active.
THR000219,4,8,for a balance transfer of your home loan we issue a foreclosure letter. is there a charge for the balance transfer. there is no charge on a floating rate home loan for a balance transfer.
THR000220,6,14,the answer on your home loan will be given on that call. sr385033 - i received the call and the issue on my home loan is clear now. sr781987 - thank you for confirming that the home loan issue is clear.
THR000221,4,10,the bank statement i uploaded was rejected. can you tell me why the bank statement was rejected. sr602886 - the bank statement was rejected because the scanned copy was not clearly readable.
THR000222,4,8,"ref375750 - a part prepayment of rs 50,000 can reduce either the emi or the tenure on your vehicle loan. is there a prepayment charge on my vehicle loan. the tenure will reduce once the prepayment of rs 50,000 is received."
THR000223,6,14,for a balance transfer of your vehicle loan we issue a foreclosure letter. is there a charge for the balance transfer. tkt248435 - please issue the foreclosure letter for my vehicle loan.
THR000224,4,9,a charge of rs 750 has been debited on my vehicle loan and i was never told about this charge. the charge of rs 750 on your vehicle loan is a late payment charge. the charge of rs 750 is being reversed on your vehicle loan.
THR000225,4,10,the pan card i uploaded was rejected. can you tell me why the pan card was rejected. the pan card was rejected because the scanned copy was not clearly readable.
THR000226,4,8,case653436 - the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the bounce charge of rs 750 has been waived on this emi.
THR000227,6,15,for a balance transfer of your home loan we issue a foreclosure letter. is there a charge for the balance transfer. please issue the foreclosure letter for my home loan.
THR000228,4,9,case220129 - we are sorry that your earlier mails on the personal loan went unanswered. escalation is fine but i still have no answer on my personal loan. the answer on your personal loan will be given on that call.
THR000229,4,8,the name printed on my pan card does not match the name in your records. the name mismatch on your pan card is the reason the kyc is incomplete. ref557377 - i have attached the corrected pan card with the right name.
THR000230,4,9,the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the bounce charge of rs 1180 has been waived on this emi.
THR000231,4,11,sr297254 - a top up on your vehicle loan is possible after twelve emis have been paid on time. my reference is <application_ref>. the top up amount depends on the outstanding on your vehicle loan and on your income.
THR000232,4,9,escalation is fine but i still have no answer on my home loan. the service manager will call you on your registered number within three working days. the answer on your home loan will be given on that call.
THR000233,4,9,i was asked for a pan card for my home loan but i have already submitted it once. a pan card has to be submitted again for this home loan. the branch will scan the pan card and attach it to your home loan application.
THR000234,4,10,"a part prepayment of rs 150,000 can reduce either the emi or the tenure on your gold loan. is there a prepayment charge on my gold loan. the tenure will reduce once the prepayment of rs 150,000 is received."
THR000235,6,14,am i eligible for a top up on the same home loan. a top up on your home loan is possible after twelve emis have been paid on time. the top up amount depends on the outstanding on your home loan and on your income.
THR000236,6,15,this is regarding application <application_ref>. this is regarding application <application_ref>. i received the call and the issue on my personal loan is clear now.
THR000237,4,8,i was asked for a pan card for my gold loan but i have already submitted it once. a pan card has to be submitted again for this gold loan. the branch will scan the pan card and attach it to your gold loan application.
THR000238,4,10,"a part prepayment of rs 50,000 can reduce either the emi or the tenure on your vehicle loan. is there a prepayment charge on my vehicle loan. the tenure will reduce once the prepayment of rs 50,000 is received."
THR000239,4,11,sr243543 - is my personal loan eligible for a moratorium. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000240,6,15,sr202601 - the branch told me one interest rate on my vehicle loan and the sanction letter shows a different rate. the rate in the sanction letter is the rate that applies to your vehicle loan. i took the vehicle loan only because of the rate i was quoted.
THR000241,4,9,why is the same address proof being asked for again. a address proof has to be submitted again for this personal loan. the branch will scan the address proof and attach it to your personal loan application.
THR000242,4,8,"case886825 - a part prepayment of rs 150,000 can reduce either the emi or the tenure on your vehicle loan. is there a prepayment charge on my vehicle loan. the tenure will reduce once the prepayment of rs 150,000 is received."
THR000243,4,8,for a balance transfer of your personal loan we issue a foreclosure letter. is there a charge for the balance transfer. there is no charge on a floating rate personal loan for a balance transfer.
THR000244,6,14,the answer on your vehicle loan will be given on that call. i received the call and the issue on my vehicle loan is clear now. thank you for confirming that the vehicle loan issue is clear.
THR000245,6,14,sr856742 - the name mismatch on your pan card is the reason the kyc is incomplete. my reference is <application_ref>. my reference is <application_ref>.
THR000246,4,10,this is regarding application <application_ref>. the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented.
THR000247,6,13,for a balance transfer of your gold loan we issue a foreclosure letter. is there a charge for the balance transfer. tkt447443 - please issue the foreclosure letter for my gold loan.
THR000248,4,9,a charge of rs 1180 has been debited on my gold loan and i was never told about this charge. the charge of rs 1180 on your gold loan is a late payment charge. the charge of rs 1180 is being reversed on your gold loan.
THR000249,6,13,the name printed on my bank statement does not match the name in your records. the name mismatch on your bank statement is the reason the kyc is incomplete. sr103387 - i have attached the corrected bank statement with the right name.
THR000250,4,10,"sr514236 - a part prepayment of rs 100,000 can reduce either the emi or the tenure on your vehicle loan. is there a prepayment charge on my vehicle loan. the tenure will reduce once the prepayment of rs 100,000 is received."
THR000251,4,10,"case988946 - is my personal loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your personal loan goes up. the moratorium on your personal loan is decided within two working days."
THR000252,4,9,we are sorry that your earlier mails on the gold loan went unanswered. sr136343 - escalation is fine but i still have no answer on my gold loan. the answer on your gold loan will be given on that call.
THR000253,6,16,my reference is <application_ref>. the pan card i uploaded was rejected. my reference is <application_ref>.
THR000254,4,10,"a part prepayment of rs 50,000 can reduce either the emi or the tenure on your personal loan. is there a prepayment charge on my personal loan. the tenure will reduce once the prepayment of rs 50,000 is received."
THR000255,4,11,is my home loan eligible for a moratorium. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000256,4,8,we are sorry that your earlier mails on the gold loan went unanswered. the service manager will call you on your registered number within five working days. the answer on your gold loan will be given on that call.
THR000257,4,9,i was asked for a salary slip for my personal loan but i have already submitted it once. a salary slip has to be submitted again for this personal loan. the branch will scan the salary slip and attach it to your personal loan application.
THR000258,6,15,i want to change my emi date to the 7th of the month. is there any charge for changing the emi date. the new emi date will show in your account once the fresh mandate is active.
THR000259,4,10,"ref586647 - is my gold loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your gold loan goes up. the moratorium on your gold loan is decided within three working days."
THR000260,4,8,a charge of rs 500 has been debited on my vehicle loan and i was never told about this charge. the charge of rs 500 on your vehicle loan is a late payment charge. the charge of rs 500 is being reversed on your vehicle loan.
THR000261,6,13,the name printed on my income proof does not match the name in your records. the name mismatch on your income proof is the reason the kyc is incomplete. tkt293586 - i have attached the corrected income proof with the right name.
THR000262,4,10,sr389383 - the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the bounce charge of rs 500 has been waived on this emi.
THR000263,4,8,for a balance transfer of your personal loan we issue a foreclosure letter. is there a charge for the balance transfer. there is no charge on a floating rate personal loan for a balance transfer.
THR000264,4,10,a charge of rs 250 has been debited on my home loan and i was never told about this charge. ref929792 - the charge of rs 250 on your home loan is a late payment charge. the charge of rs 250 is being reversed on your home loan.
THR000265,4,10,the name printed on my address proof does not match the name in your records. the name mismatch on your address proof is the reason the kyc is incomplete. i have attached the corrected address proof with the right name.
THR000266,4,10,"a part prepayment of rs 50,000 can reduce either the emi or the tenure on your gold loan. is there a prepayment charge on my gold loan. the tenure will reduce once the prepayment of rs 50,000 is received."
THR000267,4,9,for a balance transfer of your personal loan we issue a foreclosure letter. is there a charge for the balance transfer. there is no charge on a floating rate personal loan for a balance transfer.
THR000268,6,14,the answer on your vehicle loan will be given on that call. i received the call and the issue on my vehicle loan is clear now. case975376 - thank you for confirming that the vehicle loan issue is clear.
THR000269,6,16,my reference is <application_ref>. the income proof i uploaded was rejected. my reference is <application_ref>.
THR000270,6,13,case713341 - the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the march emi will be presented again once the fresh mandate is active.
THR000271,4,10,for a balance transfer of your home loan we issue a foreclosure letter. is there a charge for the balance transfer. there is no charge on a floating rate home loan for a balance transfer.
THR000272,6,15,the branch told me one interest rate on my personal loan and the sanction letter shows a different rate. the rate in the sanction letter is the rate that applies to your personal loan. i took the personal loan only because of the rate i was quoted.
THR000273,6,14,the pan card i uploaded was rejected. the pan card was rejected because the address on it did not match your application. will my home loan sanction be delayed because the pan card was rejected once.
THR000274,4,12,my reference is <application_ref>. my reference is <application_ref>. this is regarding application <application_ref>.
THR000275,6,15,am i eligible for a top up on the same vehicle loan. a top up on your vehicle loan is possible after twelve emis have been paid on time. the top up amount depends on the outstanding on your vehicle loan and on your income.
THR000276,4,10,the branch told me one interest rate on my personal loan and the sanction letter shows a different rate. the rate in the sanction letter is the rate that applies to your personal loan. the rate quoted to you was the card rate before your profile was scored.
THR000277,6,12,the name printed on my income proof does not match the name in your records. tkt234504 - the name mismatch on your income proof is the reason the kyc is incomplete. i have attached the corrected income proof with the right name.
THR000278,6,12,the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the august emi will be presented again once the fresh mandate is active.
THR000279,6,15,this is regarding application <application_ref>. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000280,6,13,the answer on your gold loan will be given on that call. i received the call and the issue on my gold loan is clear now. tkt863708 - thank you for confirming that the gold loan issue is clear.
THR000281,6,13,the bank statement i uploaded was rejected. case529606 - the bank statement was rejected because the scanned copy was not clearly readable. will my home loan sanction be delayed because the bank statement was rejected once.
THR000282,4,9,"does a part prepayment reduce the emi or the tenure. tkt675774 - a part prepayment of rs 150,000 can reduce either the emi or the tenure on your personal loan. the tenure will reduce once the prepayment of rs 150,000 is received."
THR000283,6,13,sr605943 - for a balance transfer of your home loan we issue a foreclosure letter. is there a charge for the balance transfer. please issue the foreclosure letter for my home loan.
THR000284,6,12,the answer on your personal loan will be given on that call. i received the call and the issue on my personal loan is clear now. case212663 - thank you for confirming that the personal loan issue is clear.
THR000285,6,13,my kyc is showing as incomplete on my gold loan. the name printed on my pan card does not match the name in your records. the name mismatch on your pan card is the reason the kyc is incomplete.
THR000286,6,14,the emi date can be moved to the 10th from the next cycle. is there any charge for changing the emi date. tkt230990 - the new emi date will show in your account once the fresh mandate is active.
THR000287,4,9,for a balance transfer of your vehicle loan we issue a foreclosure letter. is there a charge for the balance transfer. there is no charge on a floating rate vehicle loan for a balance transfer.
THR000288,6,14,the answer on your gold loan will be given on that call. i received the call and the issue on my gold loan is clear now. ref739492 - thank you for confirming that the gold loan issue is clear.
THR000289,4,8,i was asked for a salary slip for my vehicle loan but i have already submitted it once. a salary slip has to be submitted again for this vehicle loan. the branch will scan the salary slip and attach it to your vehicle loan application.
THR000290,4,10,this is regarding application <application_ref>. the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented.
THR000291,4,9,"is my home loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your home loan goes up. the moratorium on your home loan is decided within three working days."
THR000292,6,14,the branch told me one interest rate on my vehicle loan and the sanction letter shows a different rate. the rate in the sanction letter is the rate that applies to your vehicle loan. i took the vehicle loan only because of the rate i was quoted.
THR000293,4,12,my reference is <application_ref>. the bank statement i uploaded was rejected. my reference is <application_ref>.
THR000294,4,9,"does a part prepayment reduce the emi or the tenure. tkt632586 - a part prepayment of rs 50,000 can reduce either the emi or the tenure on your vehicle loan. the tenure will reduce once the prepayment of rs 50,000 is received."
THR000295,6,15,am i eligible for a top up on the same personal loan. a top up on your personal loan is possible after twelve emis have been paid on time. case456538 - the top up amount depends on the outstanding on your personal loan and on your income.
THR000296,4,9,a charge of rs 250 has been debited on my home loan and i was never told about this charge. the charge of rs 250 on your home loan is a late payment charge. the charge of rs 250 is being reversed on your home loan.
THR000297,6,14,the salary slip i uploaded was rejected. tkt512212 - the salary slip was rejected because only one page of the document was uploaded. will my gold loan sanction be delayed because the salary slip was rejected once.
THR000298,4,10,my reference is <application_ref>. tkt970259 - the emi bounced because the mandate on your bank account has expired. my reference is <application_ref>.
THR000299,6,13,am i eligible for a top up on the same home loan. a top up on your home loan is possible after twelve emis have been paid on time. case460418 - the top up amount depends on the outstanding on your home loan and on your income.
THR000300,6,15,my reference is <application_ref>. my reference is <application_ref>. sr989259 - i received the call and the issue on my personal loan is clear now.
THR000301,4,11,the name printed on my salary slip does not match the name in your records. the name mismatch on your salary slip is the reason the kyc is incomplete. this is regarding application <application_ref>.
THR000302,4,9,the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the bounce charge of rs 590 has been waived on this emi.
THR000303,4,8,"sr783041 - is my gold loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your gold loan goes up. the moratorium on your gold loan is decided within two working days."
THR000304,4,10,a charge of rs 250 has been debited on my personal loan and i was never told about this charge. the charge of rs 250 on your personal loan is a late payment charge. the charge of rs 250 is being reversed on your personal loan.
THR000305,4,8,i was asked for a bank statement for my personal loan but i have already submitted it once. a bank statement has to be submitted again for this personal loan. the branch will scan the bank statement and attach it to your personal loan application.
THR000306,4,10,ref463427 - i want to change my emi date to the 7th of the month. the emi date can be moved to the 7th from the next cycle. is there any charge for changing the emi date.
THR000307,4,9,for a balance transfer of your home loan we issue a foreclosure letter. is there a charge for the balance transfer. there is no charge on a floating rate home loan for a balance transfer.
THR000308,6,16,my reference is <application_ref>. my reference is <application_ref>. my reference is <application_ref>.
THR000309,6,17,this is regarding application <application_ref>. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000310,4,10,"tkt959196 - a part prepayment of rs 50,000 can reduce either the emi or the tenure on your home loan. is there a prepayment charge on my home loan. the tenure will reduce once the prepayment of rs 50,000 is received."
THR000311,6,14,tkt838182 - for a balance transfer of your gold loan we issue a foreclosure letter. is there a charge for the balance transfer. please issue the foreclosure letter for my gold loan.
THR000312,4,11,tkt376457 - the charge of rs 500 on your gold loan is a late payment charge. this is regarding application <application_ref>. the charge of rs 500 is being reversed on your gold loan.
THR000313,6,13,my kyc is showing as incomplete on my personal loan. the name printed on my pan card does not match the name in your records. ref536010 - the name mismatch on your pan card is the reason the kyc is incomplete.
THR000314,6,14,ref702165 - the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the july emi will be presented again once the fresh mandate is active.
THR000315,4,11,my reference is <application_ref>. is my gold loan eligible for a moratorium. my reference is <application_ref>.
THR000316,4,10,a charge of rs 750 has been debited on my vehicle loan and i was never told about this charge. tkt450625 - the charge of rs 750 on your vehicle loan is a late payment charge. the charge of rs 750 is being reversed on your vehicle loan.
THR000317,4,10,i was asked for a salary slip for my gold loan but i have already submitted it once. a salary slip has to be submitted again for this gold loan. the branch will scan the salary slip and attach it to your gold loan application.
THR000318,6,12,i want to change my emi date to the 7th of the month. the emi date can be moved to the 7th from the next cycle. the new emi date will show in your account once the fresh mandate is active.
THR000319,4,10,"ref408465 - is my personal loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your personal loan goes up. the moratorium on your personal loan is decided within five working days."
THR000320,6,16,my reference is <application_ref>. my reference is <application_ref>. i received the call and the issue on my gold loan is clear now.
THR000321,4,11,this is regarding application <application_ref>. a address proof has to be submitted again for this gold loan. this is regarding application <application_ref>.
THR000322,4,11,the emi date can be moved to the 5th from the next cycle. is there any charge for changing the emi date. this is regarding application <application_ref>.
THR000323,4,9,"case842395 - is my personal loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your personal loan goes up. the moratorium on your personal loan is decided within two working days."
THR000324,4,10,a charge of rs 250 has been debited on my gold loan and i was never told about this charge. the charge of rs 250 on your gold loan is a late payment charge. the charge of rs 250 is being reversed on your gold loan.
THR000325,4,9,why is the same income proof being asked for again. a income proof has to be submitted again for this home loan. the branch will scan the income proof and attach it to your home loan application.
THR000326,4,9,case288157 - i want to change my emi date to the 7th of the month. the emi date can be moved to the 7th from the next cycle. is there any charge for changing the emi date.
THR000327,6,14,am i eligible for a top up on the same home loan. a top up on your home loan is possible after twelve emis have been paid on time. ref535857 - the top up amount depends on the outstanding on your home loan and on your income.
THR000328,4,10,we are sorry that your earlier mails on the personal loan went unanswered. escalation is fine but i still have no answer on my personal loan. the answer on your personal loan will be given on that call.
THR000329,6,15,my reference is <application_ref>. the name mismatch on your salary slip is the reason the kyc is incomplete. my reference is <application_ref>.
THR000330,6,16,my reference is <application_ref>. my reference is <application_ref>. tkt352192 - the new emi date will show in your account once the fresh mandate is active.
THR000331,6,15,for a balance transfer of your personal loan we issue a foreclosure letter. is there a charge for the balance transfer. please issue the foreclosure letter for my personal loan.
THR000332,4,10,the rate in the sanction letter is the rate that applies to your personal loan. i took the personal loan only because of the rate i was quoted. the rate quoted to you was the card rate before your profile was scored.
THR000333,4,9,the pan card i uploaded was rejected. can you tell me why the pan card was rejected. sr742026 - the pan card was rejected because the scanned copy was not clearly readable.
THR000334,6,14,tkt875931 - i want to change my emi date to the 7th of the month. is there any charge for changing the emi date. case507451 - the new emi date will show in your account once the fresh mandate is active.
THR000335,6,15,for a balance transfer of your gold loan we issue a foreclosure letter. is there a charge for the balance transfer. ref107599 - please issue the foreclosure letter for my gold loan.
THR000336,4,12,this is regarding application <application_ref>. ref829521 - the charge of rs 500 on your home loan is a late payment charge. this is regarding application <application_ref>.
THR000337,6,14,the name printed on my salary slip does not match the name in your records. the name mismatch on your salary slip is the reason the kyc is incomplete. i have attached the corrected salary slip with the right name.
THR000338,4,11,"a part prepayment of rs 150,000 can reduce either the emi or the tenure on your home loan. is there a prepayment charge on my home loan. the tenure will reduce once the prepayment of rs 150,000 is received."
THR000339,6,14,case783959 - for a balance transfer of your personal loan we issue a foreclosure letter. is there a charge for the balance transfer. please issue the foreclosure letter for my personal loan.
THR000340,6,15,my reference is <application_ref>. my reference is <application_ref>. my reference is <application_ref>.
THR000341,4,10,this is regarding application <application_ref>. a pan card has to be submitted again for this personal loan. the branch will scan the pan card and attach it to your personal loan application.
THR000342,6,14,case730206 - the emi date can be moved to the 15th from the next cycle. is there any charge for changing the emi date. sr421284 - the new emi date will show in your account once the fresh mandate is active.
THR000343,6,13,am i eligible for a top up on the same home loan. a top up on your home loan is possible after twelve emis have been paid on time. sr702158 - the top up amount depends on the outstanding on your home loan and on your income.
THR000344,4,11,the rate in the sanction letter is the rate that applies to your gold loan. i took the gold loan only because of the rate i was quoted. the rate quoted to you was the card rate before your profile was scored.
THR000345,4,10,the address proof i uploaded was rejected. case597067 - the address proof was rejected because the address on it did not match your application. your address proof is now under verification.
THR000346,4,11,"a part prepayment of rs 75,000 can reduce either the emi or the tenure on your vehicle loan. is there a prepayment charge on my vehicle loan. the tenure will reduce once the prepayment of rs 75,000 is received."
THR000347,6,16,for a balance transfer of your gold loan we issue a foreclosure letter. my reference is <application_ref>. please issue the foreclosure letter for my gold loan.
THR000348,4,10,a charge of rs 500 has been debited on my home loan and i was never told about this charge. the charge of rs 500 on your home loan is a late payment charge. the charge of rs 500 is being reversed on your home loan.
THR000349,6,12,the name printed on my salary slip does not match the name in your records. sr430933 - the name mismatch on your salary slip is the reason the kyc is incomplete. i have attached the corrected salary slip with the right name.
THR000350,4,10,the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the bounce charge of rs 500 has been waived on this emi.
THR000351,6,15,am i eligible for a top up on the same home loan. case867430 - a top up on your home loan is possible after twelve emis have been paid on time. case932746 - the top up amount depends on the outstanding on your home loan and on your income.
THR000352,6,14,the branch told me one interest rate on my home loan and the sanction letter shows a different rate. the rate in the sanction letter is the rate that applies to your home loan. i took the home loan only because of the rate i was quoted.
THR000353,4,10,the pan card i uploaded was rejected. can you tell me why the pan card was rejected. the pan card was rejected because only one page of the document was uploaded.
THR000354,4,9,the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the bounce charge of rs 1180 has been waived on this emi.
THR000355,4,9,"is my home loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your home loan goes up. the moratorium on your home loan is decided within two working days."
THR000356,4,9,a charge of rs 250 has been debited on my gold loan and i was never told about this charge. the charge of rs 250 on your gold loan is a late payment charge. the charge of rs 250 is being reversed on your gold loan.
THR000357,6,13,the name printed on my salary slip does not match the name in your records. the name mismatch on your salary slip is the reason the kyc is incomplete. i have attached the corrected salary slip with the right name.
THR000358,6,13,i want to change my emi date to the 7th of the month. is there any charge for changing the emi date. the new emi date will show in your account once the fresh mandate is active.
THR000359,6,13,am i eligible for a top up on the same personal loan. a top up on your personal loan is possible after twelve emis have been paid on time. case748561 - the top up amount depends on the outstanding on your personal loan and on your income.
THR000360,6,14,the branch told me one interest rate on my personal loan and the sanction letter shows a different rate. the rate in the sanction letter is the rate that applies to your personal loan. i took the personal loan only because of the rate i was quoted.
THR000361,4,10,why is the same address proof being asked for again. a address proof has to be submitted again for this home loan. the branch will scan the address proof and attach it to your home loan application.
THR000362,6,13,tkt700449 - the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the january emi will be presented again once the fresh mandate is active.
THR000363,4,10,"is my gold loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your gold loan goes up. the moratorium on your gold loan is decided within two working days."
THR000364,6,13,the answer on your home loan will be given on that call. i received the call and the issue on my home loan is clear now. thank you for confirming that the home loan issue is clear.
THR000365,6,16,the income proof i uploaded was rejected. my reference is <application_ref>. my reference is <application_ref>.
THR000366,4,9,"a part prepayment of rs 50,000 can reduce either the emi or the tenure on your personal loan. is there a prepayment charge on my personal loan. the tenure will reduce once the prepayment of rs 50,000 is received."
THR000367,4,9,"sr697871 - is my home loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your home loan goes up. the moratorium on your home loan is decided within five working days."
THR000368,4,8,a charge of rs 250 has been debited on my personal loan and i was never told about this charge. the charge of rs 250 on your personal loan is a late payment charge. the charge of rs 250 is being reversed on your personal loan.
THR000369,4,11,the pan card i uploaded was rejected. ref490094 - the pan card was rejected because the address on it did not match your application. your pan card is now under verification.
THR000370,4,10,case643644 - the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the bounce charge of rs 750 has been waived on this emi.
THR000371,6,14,for a balance transfer of your home loan we issue a foreclosure letter. is there a charge for the balance transfer. sr221946 - please issue the foreclosure letter for my home loan.
THR000372,4,8,a charge of rs 750 has been debited on my gold loan and i was never told about this charge. the charge of rs 750 on your gold loan is a late payment charge. the charge of rs 750 is being reversed on your gold loan.
THR000373,6,16,this is regarding application <application_ref>. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000374,4,9,the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the bounce charge of rs 250 has been waived on this emi.
THR000375,6,14,tkt337220 - for a balance transfer of your home loan we issue a foreclosure letter. is there a charge for the balance transfer. case704486 - please issue the foreclosure letter for my home loan.
THR000376,4,10,a charge of rs 590 has been debited on my home loan and i was never told about this charge. tkt898800 - the charge of rs 590 on your home loan is a late payment charge. the charge of rs 590 is being reversed on your home loan.
THR000377,4,8,ref539446 - i was asked for a address proof for my personal loan but i have already submitted it once. a address proof has to be submitted again for this personal loan. the branch will scan the address proof and attach it to your personal loan application.
THR000378,4,10,i want to change my emi date to the 5th of the month. the emi date can be moved to the 5th from the next cycle. is there any charge for changing the emi date.
THR000379,4,9,"is my home loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your home loan goes up. the moratorium on your home loan is decided within seven working days."
THR000380,6,14,the answer on your vehicle loan will be given on that call. i received the call and the issue on my vehicle loan is clear now. sr585881 - thank you for confirming that the vehicle loan issue is clear.
THR000381,4,12,my reference is <application_ref>. the salary slip i uploaded was rejected. my reference is <application_ref>.
THR000382,4,9,"case345437 - a part prepayment of rs 300,000 can reduce either the emi or the tenure on your vehicle loan. is there a prepayment charge on my vehicle loan. the tenure will reduce once the prepayment of rs 300,000 is received."
THR000383,4,10,for a balance transfer of your vehicle loan we issue a foreclosure letter. is there a charge for the balance transfer. there is no charge on a floating rate vehicle loan for a balance transfer.
THR000384,4,9,a charge of rs 250 has been debited on my vehicle loan and i was never told about this charge. the charge of rs 250 on your vehicle loan is a late payment charge. the charge of rs 250 is being reversed on your vehicle loan.
THR000385,6,13,the pan card i uploaded was rejected. tkt673545 - the pan card was rejected because only one page of the document was uploaded. case674936 - will my vehicle loan sanction be delayed because the pan card was rejected once.
