message_id,message_text,category,urgency,cleaned_text
MSG003100,"Good morning, Please look into this soon. Why should I pay Rs 450,000 penalty when the delay was from your KYC team",complaint,medium,"please look into this soon. why should i pay rs 450,000 penalty when the delay was from your kyc team"
MSG003101,"Dear madam, This needs to be resolved today. worst experience ever Awaiting your response.",complaint,high,this needs to be resolved today. worst experience ever
MSG003102,[SR-596546] Requesting a prompt update. rate for gold loan? Please advise.,loan_query,medium,[<ticket>] requesting a prompt update. rate for gold loan? please advise.
MSG003103,"Good morning, Whenever you get a chance, Nobody told me which documents are needed and my application LA929837 was rejected Awaiting your response.",complaint,high,"whenever you get a chance, nobody told me which documents are needed and my application <application_ref> was rejected"
MSG003104,This needs to be resolved today. outstanding balance?,payment_issue,high,this needs to be resolved today. outstanding balance?
MSG003105,"Dear sir, Please revert within a couple of days. My auto debit failed, please tell me how to pay manually Thanks in advance.",payment_issue,medium,"please revert within a couple of days. my auto debit failed, please tell me how to pay manually"
MSG003106,"Dear sir, Immediate attention needed. complaint number not given Thanks in advance. ⚠️",complaint,high,immediate attention needed. complaint number not given thanks in advance. ⚠️
MSG003107,"Dear madam, This is urgent. No one has called me back about my home application in 4 days Please advise.",complaint,high,this is urgent. no one has called me back about my home application in 4 days please advise.
MSG003108,"Hi team, Please revert within a couple of days. The KYC status on my account has been pending for 37 days Awaiting your response. ❗",kyc,medium,please revert within a couple of days. the kyc status on my account has been pending for 37 days awaiting your response. ❗
MSG003109,"Hello, Kindly respond at the earliest. emi amount wrong this month Please confirm.",payment_issue,medium,kindly respond at the earliest. emi amount wrong this month please confirm.
MSG003110,"Hello, ticket CASE-232902 — Kindly respond at the earliest. I am not receiving payment reminders and missed my EMI as a result Awaiting your response.",payment_issue,medium,ticket <ticket> — kindly respond at the earliest. i am not receiving payment reminders and missed my emi as a result
MSG003111,"Good morning, Just checking, verify my documents please Thanks in advance.
--
Priya Sharma
+91 9211091122

On 20 Jan 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",kyc,low,"just checking, verify my documents please"
MSG003112,"No hurryy, but step up emi option there? Kindly help.",loan_query,low,"no hurryy, but step up emi option there? kindly help."
MSG003113,"Hi tema, This is urgent. same issue again and again Thanks in advance.
Thanks and regards,
Ravi Kumar
Account holder

On 9 Jun 2026, LoanServe Support <support@loanserve.example> wrote:
> Thank you for writing in. Your request has been logged and our team
> will revert within 48 working hours.",complaint,medium,"tema, this is urgent. same issue again and again"
MSG003114,"Just checking, The website shows an error every time I try to view LA004570 Please advise.
Best regards,
Ravi Kumar",complaint,low,"just checking, the website shows an error every time i try to view <application_ref> please advise."
MSG003115,"Dear madam, Immediate attention needed. correct my name in account Awaiting your response.",kyc,high,immediate attention needed. correct my name in account
MSG003116,"Dear sir, Why has a bounce charge of Rs 898,000 been levied on LA004718 Please advise.
--
Imran Qureshi
Sent from my iPhone",payment_issue,low,"why has a bounce charge of rs 898,000 been levied on <application_ref> please advise."
MSG003117,"Dear madam, Please look into this soon. I paid Rs 79,000 but it is not reflecting in my loan account Awaiting your response.
--
Deepa Nair
+91 7846003557",payment_issue,medium,"please look into this soon. i paid rs 79,000 but it is not reflecting in my loan account"
MSG003118,"Dear madam, Immediate attention needed. Tell me my outstanding balance, I want to close the home loan",loan_query,high,"immediate attention needed. tell me my outstanding balance, i want to close the home loan"
MSG003119,"Dear sir, This needs to be resolved today. nobody accountable here Thanks in advance.",complaint,high,this needs to be resolved today. nobody accountable here
MSG003120,"Dear sir, I made the payment on 22/08/2025. Whenever you get a chance, kyc done but still pending Kindly help.
--
Vikram Joshi
Sent from my iPhone",kyc,low,"i made the payment on 22/08/2025. whenever you get a chance, kyc done but still pending kindly help."
MSG003121,"Hello, Kindly respond at the earliest. branch refused to help Please confirm.",complaint,high,kindly respond at the earliest. branch refused to help please confirm.
MSG003122,"Dear madam, Extremely urgent, please act now. how to complete kyc online Please confirm.
Sent from my Android device",kyc,high,"extremely urgent, please act now. how to complete kyc online please confirm."
MSG003123,"[CASE-522101] No hurry, but The website shows an error every time I try to view LA007852",complaint,high,"[<ticket>] no hurry, but the website shows an error every time i try to view <application_ref>"
MSG003124,"[SR-298558] Please revert within a couple of days. I want to prepay Rs 671,000, what are the foreclosure charges Please advise.",payment_issue,medium,"[<ticket>] please revert within a couple of days. i want to prepay rs 671,000, what are the foreclosure charges please advise."
MSG003125,"Good morning, Immediate attention needed. I was charged Rs 627,000 without any explanation
--
Sneha Reddy
Sent from my iPhone",complaint,high,"immediate attention needed. i was charged rs 627,000 without any explanation"
MSG003126,Immediate attention needed. want to close the loan,payment_issue,high,immediate attention needed. want to close the loan
MSG003127,"Good morning, At your convenience, I want to prepay Rs 14,000, what are the foreclosure charges Regards.

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> We have received your documents and they are under verification.
> No action is needed from your side at this stage.",loan_query,low,"at your convenience, i want to prepay rs 14,000, what are the foreclosure charges"
MSG003128,"Hello, Whenever you get a chance, guarantor required or not",loan_query,low,"whenever you get a chance, guarantor required or not"
MSG003129,"Good morning, Requesting a prompt update. want to close the loan Kindly help. ❗
--
Deepa Nair
Sent from my iPhone",payment_issue,medium,requesting a prompt update. want to close the loan kindly help. ❗
MSG003130,"Hello, At your convenience, rate for home loan? Thanks in advance. https://loanserve.example.com/status?id=REF

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",loan_query,low,"at your convenience, rate for home loan? thanks in advance. <url>"
MSG003131,"Good morning, At your convenience, Is a co-applicant mandatory for a vehicle loan of Rs 195,000 Please advise.",loan_query,low,"at your convenience, is a co-applicant mandatory for a vehicle loan of rs 195,000 please advise."
MSG003132,"Hi team, ticket CASE-347756 — Please revert within a couple of days. A late fee of Rs 448,000 was charged even though my KYC was under review Kindly help.",complaint,medium,"ticket <ticket> — please revert within a couple of days. a late fee of rs 448,000 was charged even though my kyc was under review kindly help."
MSG003133,"Dear madam, my reference is CASE-460798. Requesting a prompt update. payment failed again Please advise.",payment_issue,medium,my reference is <ticket>. requesting a prompt update. payment failed again please advise.
MSG003134,"Good morning, [CASE-917847] Please treat this as urgent. service is getting worse Thanks in advance.
Thanks and regards,
Sneha Reddy
Account holder

On 26 Jan 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> Thank you for writing in. Your request has been logged and our team
> will revert within 48 working hours.",complaint,high,[<ticket>] please treat this as urgent. service is getting worse
MSG003135,"Hello, Thsi is urgent. third time complaining about LA009480 Awaiting your response.",complaint,high,thsi is urgent. third time complaining about <application_ref>
MSG003136,"Hi team, Whenever you get a chance, My signature verification has failed, what do I do Regards.",kyc,low,"whenever you get a chance, my signature verification has failed, what do i do"
MSG003137,"Hi team, Please treat this as urgent. paid Rs 582,000 not reflecting Awaiting your response. ❗
Thanks and regards,
Deepa Nair
Account holder",payment_issue,high,"please treat this as urgent. paid rs 582,000 not reflecting awaiting your response. ❗"
MSG003138,"Hi team, Please look into this soon. can i increase loan amount Please confirm.
Thanks and regards,
Lakshmi Iyer
Account holder

On 25 Mar 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",loan_query,medium,please look into this soon. can i increase loan amount please confirm.
MSG003139,"Hi team, This is urgent. your staff misbehaved Please advise.
--
Anil Menon
Sent from my iPhone",complaint,high,this is urgent. your staff misbehaved please advise.
MSG003140,"Good morning, Just checking, Share the document checklist for a home loan Please advise.
--
Anil Menon
+91 7099594488",loan_query,low,"just checking, share the document checklist for a home loan please advise."
MSG003141,"Hello, Kindly respond at the earliest. unacceptable delay on LA000992 Awaiting your response.",complaint,medium,kindly respond at the earliest. unacceptable delay on <application_ref>
MSG003142,"Hi team, Extremely urgent, please act now. My address proof was rejected and now my personal loan is on hold Please advise.",complaint,high,"extremely urgent, please act now. my address proof was rejected and now my personal loan is on hold please advise."
MSG003143,"Dear madam, regarding SR-957430, Is a co-applicant mandatory for a personal loan of Rs 686,000 Please advise.",loan_query,medium,"regarding <ticket>, is a co-applicant mandatory for a personal loan of rs 686,000 please advise."
MSG003144,"Hello, Please treat this as urgent. Is my personal loan eligible for a moratorium and how do I apply
--
Priya Sharma
Sent from my iPhone",payment_issue,high,please treat this as urgent. is my personal loan eligible for a moratorium and how do i apply
MSG003145,"my reference is TKT-826636. Requesting a prompt update. I was charged Rs 384,000 without any explanation Awaiting your response.",complaint,medium,"my reference is <ticket>. requesting a prompt update. i was charged rs 384,000 without any explanation"
MSG003146,"Good morning, Immediate attention needed. docs needed for vehicle loan Awaiting your response.",loan_query,high,immediate attention needed. docs needed for vehicle loan
MSG003147,"Dear sir, The emi was debited on 04-12-2025. [CASE-477644] This needs to be resolved today. Your mobile application keeps crashing when I open my loan account Please advise.
--
Priya Sharma
+91 8777629803",complaint,high,the emi was debited on 04-12-2025. [<ticket>] this needs to be resolved today. your mobile application keeps crashing when i open my loan account please advise.
MSG003148,"This needs to be resolved today. outstanding after prepayment Regards. http://bit.ly/loanhelp
Thanks and regards,
Priya Sharma
Account holder",payment_issue,high,this needs to be resolved today. outstanding after prepayment regards. <url>
MSG003149,"Hello, This needs to be resolved today. escalate LA031730 to manager Regards.",complaint,high,this needs to be resolved today. escalate <application_ref> to manager
MSG003150,"Hi team, Just checking, is 240 months allowed Please advise.",loan_query,low,"just checking, is 240 months allowed please advise."
MSG003151,"Dear sir, pathetic support Regards.
Thanks and regards,
Imran Qureshi
Account holder",complaint,medium,pathetic support
MSG003152,"Good morning, [CASE-128959] Whenever you get a chance, change registered address for LA010190 Awaiting your response. 😊",kyc,low,"[<ticket>] whenever you get a chance, change registered address for <application_ref> awaiting your response. 😊"
MSG003153,"Dear madam, ticket TKT-559541 — No hurry, but I have uploaded my documents but the KYC status has not changed Thanks in advance. http://bit.ly/loanhelp",kyc,low,"ticket <ticket> — no hurry, but i have uploaded my documents but the kyc status has not changed thanks in advance. <url>"
MSG003154,"Good morning, This is urgent. I want to prepay Rs 757,000, what are the foreclosure charges
Thanks and regards,
Sneha Reddy
Account holder

On 4 Jun 2026, LoanServe Support <support@loanserve.example> wrote:
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",payment_issue,high,"this is urgent. i want to prepay rs 757,000, what are the foreclosure charges"
MSG003155,"Hi team, kyc expiry date Please confirm.",kyc,medium,kyc expiry date please confirm.
MSG003156,"Hello, Just checking, Please calculate the instalment for a Rs 856,000 personal loan Please confirm.",loan_query,low,"just checking, please calculate the instalment for a rs 856,000 personal loan please confirm."
MSG003157,"Whenever you get a chance, want to apply vehicle loan Rs 706,000 Please advise.",loan_query,low,"whenever you get a chance, want to apply vehicle loan rs 706,000 please advise."
MSG003158,"Dear sir, I uploaded the document on 13/10/2026. Extremely urgent, please act now. LA026567 pending too long Kindly help.",complaint,high,"i uploaded the document on 13/10/2026. extremely urgent, please act now. <application_ref> pending too long kindly help."
MSG003159,Please look into this soon. Which papers should I submit for the vehicle loan application Please confirm.,loan_query,medium,please look into this soon. which papers should i submit for the vehicle loan application please confirm.
MSG003160,"Hi team, This is urgent. kyc form link please Kindly help. ❗",kyc,high,this is urgent. kyc form link please kindly help. ❗
MSG003161,"Hi team, This is urgent. An unexplained deduction of Rs 234,000 has appeared on my account Please confirm.",complaint,high,"this is urgent. an unexplained deduction of rs 234,000 has appeared on my account please confirm."
MSG003162,"Dear madam, Whenever you get a chance, Please explain the interest rate, I think I was overcharged by Rs 893,000 Kindly help.",loan_query,low,"whenever you get a chance, please explain the interest rate, i think i was overcharged by rs 893,000 kindly help."
MSG003163,"Hello, This needs to be resolved today. harassed by recovery agent Thanks in advance.",complaint,high,this needs to be resolved today. harassed by recovery agent
MSG003164,"Dear sir, This is urgent. ecs bounced Thanks in advance.",payment_issue,high,this is urgent. ecs bounced
MSG003165,"Dear sir, Extremely urgent, please act now. My standing instruction for LA029761 was not executed Please confirm.

On 25 Jun 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",payment_issue,high,"extremely urgent, please act now. my standing instruction for <application_ref> was not executed please confirm."
MSG003166,This is urgent. outstanding balance? Please advise.,payment_issue,high,this is urgent. outstanding balance? please advise.
MSG003167,"Good morning, Requesting a prompt update. Am I eligible for a top-up of Rs 800,000 on my running loan Please advise.",loan_query,medium,"requesting a prompt update. am i eligible for a top-up of rs 800,000 on my running loan please advise."
MSG003168,"Dear madam, my reference is TKT-793624. Immediate attention needed. Please check my eligibility for a personal loan Please confirm.

On 4 Jun 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> Thank you for writing in. Your request has been logged and our team
> will revert within 48 working hours.",loan_query,high,my reference is <ticket>. immediate attention needed. please check my eligibility for a personal loan please confirm.
MSG003169,"Dear sir, The emi was debited on 10-06-2025. ticket REF#392459 — This is urgent. Tell me my outstanding balance, I want to close the gold loan Awaiting your response.

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> Thank you for writing in. Your request has been logged and our team
> will revert within 48 working hours.",loan_query,high,"the emi was debited on 10-06-2025. ticket <ticket> — this is urgent. tell me my outstanding balance, i want to close the gold loan"
MSG003170,"Dear madam, This is urgent. raise formal grievance Kindly help.",complaint,high,this is urgent. raise formal grievance kindly help.
MSG003171,"Kindly respond at the earliest. I want to prepay Rs 163,000 towards my gold loan principal Please confirm.",payment_issue,medium,"kindly respond at the earliest. i want to prepay rs 163,000 towards my gold loan principal please confirm."
MSG003172,"Dear sir, Please treat this as urgent. My auto debit failed, please tell me how to pay manually Thanks in advance.
--
Vikram Joshi
Sent from my iPhone

On 21 Feb 2026, LoanServe Support <support@loanserve.example> wrote:
> Thank you for writing in. Your request has been logged and our team
> will revert within 48 working hours.",complaint,high,"please treat this as urgent. my auto debit failed, please tell me how to pay manually"
MSG003173,"I need a refund for the double deduction on LA026434 Awaiting your response.
Sent from my Android device",payment_issue,medium,i need a refund for the double deduction on <application_ref>
MSG003174,"My due date is 16/10/2026. Extremely urgent, please act now. Why has Rs 838,000 been debited from my account without notice Please advise.",complaint,high,"my due date is 16/10/2026. extremely urgent, please act now. why has rs 838,000 been debited from my account without notice please advise."
MSG003175,"Good morning, passport valid as address proof? Awaiting your response.",kyc,low,passport valid as address proof?
MSG003176,"Dear sir, Please treat this as urgent. I want to prepay Rs 38,000 but the payment link is not working Please advise.",loan_query,high,"please treat this as urgent. i want to prepay rs 38,000 but the payment link is not working please advise."
MSG003177,"Dear sir, ticket REF#138407 — Extremely urgent, please act now. An unexplained deuction of Rs 544,000 has appeared on my account Regards.",complaint,high,"ticket <ticket> — extremely urgent, please act now. an unexplained deuction of rs 544,000 has appeared on my account"
MSG003178,photo update required? Thanks in advance.,kyc,medium,photo update required?
MSG003179,"Good morning, Please revert within a couple of days. My regstered email address needs to be changed Kindly help.
Best regards,
Lakshmi Iyer",kyc,medium,please revert within a couple of days. my regstered email address needs to be changed kindly help.
MSG003180,"Good morning, Please revert within a couple of days. wrong address in records Please advise.",kyc,medium,please revert within a couple of days. wrong address in records please advise.
MSG003181,"Hello, insurance compulsory with loan?",loan_query,low,insurance compulsory with loan?
MSG003182,"Good morning, regarding TKT-463434, Please look into this soon. chaneg registered address for LA027440 Please confirm. 🙏

On 5 Feb 2026, LoanServe Support <support@loanserve.example> wrote:
> We have received your documents and they are under verification.
> No action is needed from your side at this stage.",kyc,medium,"regarding <ticket>, please look into this soon. chaneg registered address for <application_ref> please confirm. 🙏"
MSG003183,"Hi team, Please revert within a couple of days. I am not receiving payment reminders and missed my EMI as a result Please advise.
--
Anil Menon
+91 8222567352",payment_issue,medium,please revert within a couple of days. i am not receiving payment reminders and missed my emi as a result please advise.
MSG003184,"Hi team, My KYC is incomplete which is why my instalment did not go through Please confirm.",kyc,high,my kyc is incomplete which is why my instalment did not go through please confirm.
MSG003185,"Hi team, Extremely urgent, please act now. Staff behaviour at the Hyderabad office was unacceptable Kindly help.
Sent from my Android device",complaint,medium,"extremely urgent, please act now. staff behaviour at the hyderabad office was unacceptable kindly help."
MSG003186,"Good morning, [SR-860636] Kindly respond at the earliest. emi for Rs 563,000 36 months Regards.

On 17 Jun 2026, LoanServe Support <support@loanserve.example> wrote:
> Thank you for writing in. Your request has been logged and our team
> will revert within 48 working hours.",loan_query,medium,"[<ticket>] kindly respond at the earliest. emi for rs 563,000 36 months"
MSG003187,"Dear madam, Please look into this soon. still unresolved Please confirm.",complaint,medium,please look into this soon. still unresolved please confirm.
MSG003188,This needs to be resolved today. Still waiting 5 days for someone to verify my documents for LA003313 Kindly help.,kyc,high,this needs to be resolved today. still waiting 5 days for someone to verify my documents for <application_ref> kindly help.
MSG003189,"Hello, Please look into this soon. name spelling wrong Regards.",kyc,medium,please look into this soon. name spelling wrong
MSG003190,"Good morning, Extremely urgent, please act now. name spelling wrong Please advise.",kyc,high,"extremely urgent, please act now. name spelling wrong please advise."
MSG003191,how to complete kyc online Kindly help.,kyc,low,how to complete kyc online kindly help.
MSG003192,Please look into this soon. Nobody told me which documents are needed and my application LA012290 was rejected Please confirm.,complaint,medium,please look into this soon. nobody told me which documents are needed and my application <application_ref> was rejected please confirm.
MSG003193,"Kindly respond at the earliest. insurance compulsory with loan? Awaiting your response.
--
Imran Qureshi
+91 7234683168",loan_query,medium,kindly respond at the earliest. insurance compulsory with loan?
MSG003194,"Hi team, Please treat this as urgent. I am not receiving payment reminders and missed my EMI as a result Regards.
Best regards,
Sneha Reddy",payment_issue,high,please treat this as urgent. i am not receiving payment reminders and missed my emi as a result
MSG003195,"Dear sir, regarding REF#828966, Please revert within a couple of days. loan account showing overdue Thanks in advance.",payment_issue,medium,"regarding <ticket>, please revert within a couple of days. loan account showing overdue"
MSG003196,"Dear sir, Please revert within a couple of days. update email id Please advise.
--
Sneha Reddy
Sent from my iPhone",kyc,medium,please revert within a couple of days. update email id please advise.
MSG003197,"Good mornig, Extremely urgent, please act now. complaint closed without solving Please confirm.

On 23 Jan 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> Thank you for writing in. Your request has been logged and our team
> will revert within 48 working hours.",complaint,high,"good mornig, extremely urgent, please act now. complaint closed without solving please confirm."
MSG003198,"Dear sir, [REF#167627] Extremely urgent, please act now. want to pay manually Kindly help.
Thanks and regards,
Lakshmi Iyer
Account holder",payment_issue,high,"[<ticket>] extremely urgent, please act now. want to pay manually kindly help."
MSG003199,"Dear sir, This needs to be resolved today. noc after closure Awaiting your response.
Best regards,
Lakshmi Iyer",payment_issue,high,this needs to be resolved today. noc after closure
MSG003200,This is urgent. raising complaint against Jaipur branch,complaint,high,this is urgent. raising complaint against jaipur branch
MSG003201,"Hello, The branch staff at Indore were extremely rude to me Thanks in advance.
--
Sneha Reddy
+91 9715652235",complaint,high,the branch staff at indore were extremely rude to me
MSG003202,"Dear sir, Please treat this as urgent. Nobody told me which documents are needed and my application LA024651 was rejected Thanks in advance.",complaint,high,please treat this as urgent. nobody told me which documents are needed and my application <application_ref> was rejected
MSG003203,"Dear madam, my reference is SR-703073. Kindly respond at the earliest. balance transfer from other bank? Please confirm.",loan_query,medium,my reference is <ticket>. kindly respond at the earliest. balance transfer from other bank? please confirm.
MSG003204,"Hello, No hurry, but address changed after shifting Please advise.
--
Sneha Reddy
Sent from my iPhone",kyc,low,"no hurry, but address changed after shifting please advise."
MSG003205,"Good morning, ticket CASE-289850 — This needs to be resolved today. Nobody at the Hyderabad branch could tell me the status of LA019022

On 16 Apr 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> We have received your documents and they are under verification.
> No action is needed from your side at this stage.",complaint,high,ticket <ticket> — this needs to be resolved today. nobody at the hyderabad branch could tell me the status of <application_ref>
MSG003206,"Hi team, This needs to be resolved today. What are the foreclosure charges on a vehicle loan Thanks in advance.",loan_query,high,this needs to be resolved today. what are the foreclosure charges on a vehicle loan
MSG003207,"Hi team, Please look into this soon. Do I qualify for gold finance if my salary is Rs 779,000 Kindly help.",loan_query,medium,"please look into this soon. do i qualify for gold finance if my salary is rs 779,000 kindly help."
MSG003208,"Hello, [CASE-201907] Requesting a prompt update. My auto debit failed and no one at the Indore branch is helping Kindly help.",payment_issue,high,[<ticket>] requesting a prompt update. my auto debit failed and no one at the indore branch is helping kindly help.
MSG003209,"The emi was debited on 25-7-2026. Whenever you get a chance, Can I transfer my personal loan from another bank to you Awaiting your response.",loan_query,low,"the emi was debited on 25-7-2026. whenever you get a chance, can i transfer my personal loan from another bank to you"
MSG003210,"Good morning, I visited the branch on 12/11/2026. [TKT-179476] Requesting a prompt update. What is the usual processing time for gold loan sanction Awaiting your response.",loan_query,medium,i visited the branch on 12/11/2026. [<ticket>] requesting a prompt update. what is the usual processing time for gold loan sanction
MSG003211,"Dear sir, Please treat this as urgent. still unresolved Kindly help.",complaint,high,please treat this as urgent. still unresolved kindly help.
MSG003212,"Dear sir, any hidden charges",loan_query,low,any hidden charges
MSG003213,"Hi team, Requesting a prompt update. My EMI payment of Rs 226,000 has failed twice this month Kindly help.",payment_issue,medium,"requesting a prompt update. my emi payment of rs 226,000 has failed twice this month kindly help."
MSG003214,"Dear sir, Kindly respond at the earliest. video kyc available? Awaiting your response.",kyc,medium,kindly respond at the earliest. video kyc available?
MSG003215,"Dear sir, Requesting a prompt update. How do I make a part payment of Rs 208,000 on LA000183",payment_issue,medium,"requesting a prompt update. how do i make a part payment of rs 208,000 on <application_ref>"
MSG003216,"Good morning, Please look into this soon. need payment receipt Please advise.",payment_issue,medium,please look into this soon. need payment receipt please advise.
MSG003217,"Dear madam, regarding TKT-585670, This is urgent. kyc for nri acconut Please advise.",kyc,high,"regarding <ticket>, this is urgent. kyc for nri acconut please advise."
MSG003218,"Good morning, This needs to be resolved today. I cannot pay this month, please tell me if a moratorium is possible Kindly help.

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> We have received your documents and they are under verification.
> No action is needed from your side at this stage.",loan_query,high,"this needs to be resolved today. i cannot pay this month, please tell me if a moratorium is possible kindly help."
MSG003219,"Hi team, Please look into this soon. visit Jaipur branch for kyc? Kindly help.

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",kyc,medium,please look into this soon. visit jaipur branch for kyc? kindly help.
MSG003220,"Good morning, Kindly respond at the earliest. Please explain the interest rate, I think I was overcharged by Rs 566,000 Please advise.",loan_query,medium,"kindly respond at the earliest. please explain the interest rate, i think i was overcharged by rs 566,000 please advise."
MSG003221,"Hi team, Please revert within a couple of days. I want to add my bank account details for my vehicle loan Please advise.",kyc,medium,please revert within a couple of days. i want to add my bank account details for my vehicle loan please advise.
MSG003222,"Dear madam, This is urgent. How do I register a new mobile number against LA018735 Kindly help.",kyc,high,this is urgent. how do i register a new mobile number against <application_ref> kindly help.
MSG003223,"Dear sir, Extremely urgent, please act now. This experience with your vehicle loan team has been frustrating Please advise.",complaint,high,"extremely urgent, please act now. this experience with your vehicle loan team has been frustrating please advise."
MSG003224,"Dear sir, regarding TKT-576720, Extremely urgent, please act now. my documents were lost by your team Please confirm.",complaint,high,"regarding <ticket>, extremely urgent, please act now. my documents were lost by your team please confirm."
MSG003225,"Good morning, Please revert within a couple of days. What is the KYC requirement for a co-applicant on a personal loan Please confirm.",kyc,medium,please revert within a couple of days. what is the kyc requirement for a co-applicant on a personal loan please confirm.
MSG003226,"Dear sir, This is urgent. Can I change my EMI date and also what is the charge for it Please confirm.",loan_query,high,this is urgent. can i change my emi date and also what is the charge for it please confirm.
MSG003227,"Hi team, Please treat this as urgent. need payment receipt Kindly help.",payment_issue,high,please treat this as urgent. need payment receipt kindly help.
MSG003228,"Dear sir, Whenever you get a chance, My auto debit failed, please tell me how to pay manually Thanks in advance.",payment_issue,low,"whenever you get a chance, my auto debit failed, please tell me how to pay manually"
MSG003229,"Hi team, Kindly respond at the earliest. personal loan interest kitna hai Please advise.

On 23 Feb 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",loan_query,medium,kindly respond at the earliest. personal loan interest kitna hai please advise.
MSG003230,"Dear sir, Please look into this soon. unfair charge of Rs 126,000 Please advise.
Best regards,
Deepa Nair",complaint,medium,"please look into this soon. unfair charge of rs 126,000 please advise."
MSG003231,"Good morning, Please revert within a couple of days. want to change emi date Thanks in advance.
Thanks and regards,
Anil Menon
Account holder",payment_issue,medium,please revert within a couple of days. want to change emi date
MSG003232,"Hello, The cheque was deposited on 10/06/2026. Please treat this as urgent. I am extremely dissatisfied with how LA026563 has been handled Please advise.
--
Lakshmi Iyer
+91 8825095448

On 24 Mar 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",complaint,high,the cheque was deposited on 10/06/2026. please treat this as urgent. i am extremely dissatisfied with how <application_ref> has been handled please advise.
MSG003233,"I made the payment on 21/3/2026. Requesting a pormpt update. My auto debit failed, please tell me how to pay manually",payment_issue,medium,"i made the payment on 21/3/2026. requesting a pormpt update. my auto debit failed, please tell me how to pay manually"
MSG003234,"Kindly respond at the earliest. prepay Rs 418,000 how Awaiting your response. 😞
Thanks and regards,
Imran Qureshi
Account holder",payment_issue,medium,"kindly respond at the earliest. prepay rs 418,000 how awaiting your response. 😞"
MSG003235,"Dear sir, Please treat this as urgent. very unhappy with vehicle loan process Awaiting your response.",complaint,high,please treat this as urgent. very unhappy with vehicle loan process
MSG003236,"Hi team, Immediate attention needed. The KYC documents for LA027352 were rejected, please tell me why",kyc,low,"immediate attention needed. the kyc documents for <application_ref> were rejected, please tell me why"
MSG003237,"Good morning, Please revert within a couple of days. waiting since 21 days for LA012684 Regards. 🙏",complaint,medium,please revert within a couple of days. waiting since 21 days for <application_ref> regards. 🙏
MSG003238,"Extremely urgent, please act now. rate for home loan? Awaiting your response.

On 13 Jun 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> Thank you for writing in. Your request has been logged and our team
> will revert within 48 working hours.",loan_query,high,"extremely urgent, please act now. rate for home loan?"
MSG003239,"Good morning, Just checking, Which papers should I submit for the gold loan application Please advise.",loan_query,low,"just checking, which papers should i submit for the gold loan application please advise."
MSG003240,"Dear madam, Kindly respond at the earliest. Still waiting 23 days for someone to verify my documents for LA007834 Kindly help.",complaint,medium,kindly respond at the earliest. still waiting 23 days for someone to verify my documents for <application_ref> kindly help.
MSG003241,"Dear madam, The amount was deducted on 10/08/2025. Kindly respond at the earliest. The website shows an error every time I try to view LA010236
Thanks and regards,
Vikram Joshi
Account holder",complaint,medium,the amount was deducted on 10/08/2025. kindly respond at the earliest. the website shows an error every time i try to view <application_ref>
MSG003242,"Dear sir, At your convenience, emi date to 12th Awaiting your response.",payment_issue,low,"at your convenience, emi date to 12th"
MSG003243,"This needs to be resolved today. why Rs 136,000 deducted Thanks in advance.",complaint,high,"this needs to be resolved today. why rs 136,000 deducted"
MSG003244,"Hello, The amount was deducted on 1/1/2026. Immediate attention needed. emi debited twice Thanks in advance.",payment_issue,high,the amount was deducted on 1/1/2026. immediate attention needed. emi debited twice
MSG003245,"Dear madam, Just checking, payment status for LA982296 Regards.
Sent from my Android device",payment_issue,medium,"just checking, payment status for <application_ref>"
MSG003246,"Hello, regarding REF#340228, Kindly respond at the earliest. charged Rs 625,000 without telling me Please advise.",complaint,medium,"regarding <ticket>, kindly respond at the earliest. charged rs 625,000 without telling me please advise."
MSG003247,"Hello, Immediate attention needed. identity proof options Awaiting your response.

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",kyc,high,immediate attention needed. identity proof options
MSG003248,"Good morning, Immediate attention needed. very poor service Thanks in advance.",complaint,high,immediate attention needed. very poor service
