thread_id,application_reference,turn,sender,category,message_text
THR000043,LA021145,3,customer,loan_query,My reference is LA021145. CASE715958 - Every emi on that vehicle loan has been paid on time. What top up amount can I expect?
THR000043,LA021145,4,agent,loan_query,"Hello, This is regarding application LA021145. The top up amount depends on the outstanding on your vehicle loan and on your income. A top up of about Rs 50,000 looks possible on your vehicle loan. Thanks and regards."
THR000044,LA031252,1,customer,complaint,I have written about my vehicle loan three times and nobody has replied. This is the fourth time I am writing about the same issue.
THR000044,LA031252,2,agent,complaint,"Hello, REF272280 - We are sorry that your earlier mails on the vehicle loan went unanswered. Your issue has been escalated to the service manager. Thank you.
Thanks and regards,
Rahul Verma
LoanServe Support"
THR000044,LA031252,3,customer,complaint,Escalation is fine but I still have no answer on my vehicle loan. When will somebody actually reply with an answer? Thanks in advance.
THR000044,LA031252,4,agent,complaint,"Dear madam, This is regarding application LA031252. The service manager will call you on your registered number within two working days. The answer on your vehicle loan will be given on that call.
Thanks and regards,
Meera Nair
LoanServe Support"
THR000045,LA002986,1,customer,kyc,"My reference is LA002986. TKT447532 - My personal loan application is on hold. The pan card I uploaded was rejected. Can you tell me why the pan card was rejected? Regards.
--
Deepa Pillai
Customer"
THR000045,LA002986,2,agent,kyc,"Dear madam, SR262077 - The pan card was rejected because the document had already expired. Please upload a fresh copy of the pan card from your registered login. Regards."
THR000045,LA002986,3,customer,kyc,"REF297101 - I have uploaded the pan card again today. How many days does pan card verification take? www.loanserve.example.in/upload
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000045,LA002986,4,agent,kyc,"Dear madam, Your pan card is now under verification. A fresh pan card is normally verified within two working days. https://loanserve.example.in/status Thanks and regards.
Thanks and regards,
Kavita Joshi
LoanServe Support"
THR000045,LA002986,5,customer,kyc,"Good morning, My reference is LA002986. TKT412804 - Will my personal loan sanction be delayed because the pan card was rejected once? Awaiting your response."
THR000045,LA002986,6,agent,kyc,This is regarding application LA002986. REF624240 - The personal loan sanction will move ahead as soon as the pan card is verified. No further delay is expected on your personal loan application. https://loanserve.example.in/help/kyc Thanks and regards.
THR000046,LA026749,1,customer,payment_issue,"Hi I want to change my emi date to the 10th of the month. My salary is credited late and the present emi date does not suit me. Thank you.
Best regards,
Vikram Rao"
THR000046,LA026749,2,agent,payment_issue,"Dear madam, This is regarding application LA026749. The emi date can be moved to the 10th from the next cycle. A fresh mandate is needed for the changed emi date.
Thanks and regards,
Kavita Joshi
LoanServe Support"
THR000046,LA026749,3,customer,payment_issue,"Good morning, REF194711 - Please go ahead with the change. Is there any charge for changing the emi date?
--
Suresh Iyer
Customer"
THR000046,LA026749,4,agent,payment_issue,"Dear madam, SR380973 - A charge of Rs 1180 applies for changing the emi date. The new emi date takes effect from the next cycle.
Thanks and regards,
Rohit Kulkarni
LoanServe Support"
THR000046,LA026749,5,customer,payment_issue,Hi The charge is acceptable to me. When will the new emi date show in my account?
THR000046,LA026749,6,agent,payment_issue,"Dear madam, This is regarding application LA026749. The new emi date will show in your account once the fresh mandate is active. Your emi amount does not change. Regards.
Thanks and regards,
Anita Desai
LoanServe Support"
THR000047,LA018859,1,customer,loan_query,"My reference is LA018859. I already hold a personal loan with you. Am I eligible for a top up on the same personal loan? Regards.
--
Kavita Joshi
Customer"
THR000047,LA018859,2,agent,loan_query,A top up on your personal loan is possible after twelve emis have been paid on time. Your personal loan has eighteen emis paid so far. Thank you.
THR000047,LA018859,3,customer,loan_query,Hi My reference is LA018859. Every emi on that personal loan has been paid on time. What top up amount can I expect? Awaitng your response.
THR000047,LA018859,4,agent,loan_query,"Dear customer, The top up amount depends on the outstanding on your personal loan and on your income. A top up of about Rs 300,000 looks possible on your personal loan."
THR000048,LA005646,1,customer,complaint,"Hello, REF386205 - A charge of Rs 250 has been debited on my vehicle loan and I was never told about this charge. Please explain why this charge was taken."
THR000048,LA005646,2,agent,complaint,"Dear customer, TKT427039 - The charge of Rs 250 on your vehicle loan is a late payment charge. It was applied because the february emi was paid after the due date. Thanks and regards."
THR000048,LA005646,3,customer,complaint,The emi was late because your own mandate failed. Why should a charge be taken from me for a failure at your end? Thanks in advance.
THR000048,LA005646,4,agent,complaint,"Hello, This is regarding application LA005646. SR931145 - You are right that the mandate failure was at our end. The charge of Rs 250 is being reversed on your vehicle loan. Thanks and regards."
THR000049,LA012136,1,customer,kyc,"My personal loan application is on hold. The bank statement I uploaded was rejected. Can you tell me why the bank statement was rejected? Thank you.
Sent from my iPhone"
THR000049,LA012136,2,agent,kyc,"Dear sir, The bank statement was rejected because the scanned copy was not clearly readable. Please upload a fresh copy of the bank statement from your registered login. Thank you."
THR000049,LA012136,3,customer,kyc,"SR202878 - I have uploaded the bank statement again today. How many days does bank statement verification take?
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more.
--
Rohit Kulkarni
Customer"
THR000049,LA012136,4,agent,kyc,"Dear customer, This is regarding application LA012136. Your bank statement is now under verification. A fresh bank statement is normally verified within two working days. Regards.
Best regards,
Anita Desai
Customer Service"
THR000050,LA024674,1,customer,payment_issue,"CASE153824 - I want to prepay Rs 50,000 on my vehicle loan. Does a part prepayment reduce the emi or the tenure?"
THR000050,LA024674,2,agent,payment_issue,"Hello, A part prepayment of Rs 50,000 can reduce either the emi or the tenure on your vehicle loan. You have to tell us which of the two you want. Thank you."
THR000050,LA024674,3,customer,payment_issue,My reference is LA024674. TKT882697 - Please reduce the tenure and keep the emi as it is. Is there a prepayment charge on my vehicle loan? Regards.
THR000050,LA024674,4,agent,payment_issue,"Dear madam, REF126111 - There is no prepayment charge on a floating rate vehicle loan. The tenure will reduce once the prepayment of Rs 50,000 is received. Regards.
Thanks and regards,
Rohit Kulkarni
LoanServe Support"
THR000051,LA019720,1,customer,loan_query,REF654690 - I already hold a gold loan with you. Am I eligible for a top up on the same gold loan?
THR000051,LA019720,2,agent,loan_query,"Dear customer, A top up on your gold loan is possible after twelve emis have been paid on time. Your gold loan has eighteen emis paid so far. Thanks and regards."
THR000051,LA019720,3,customer,loan_query,"Dear madam, My reference is LA019720. Every emi on that gold loan has been paid on time. What top up amount can I expect? Thank you."
THR000051,LA019720,4,agent,loan_query,"Hello, This is regarding application LA019720. CASE996315 - The top up amount depends on the outstanding on your gold loan and on your income. A top up of about Rs 300,000 looks possible on your gold loan. Thanks and regards."
THR000051,LA019720,5,customer,loan_query,"My reference is LA019720. Rs 300,000 would work for me. Which documents are needed for the top up?"
THR000051,LA019720,6,agent,loan_query,"Dear customer, For the top up we need your latest income proof and bank statement. The gold loan documents already with us do not have to be given again. Thank you."
THR000052,LA003841,1,customer,complaint,TKT962560 - A charge of Rs 500 has been debited on my vehicle loan and I was never told about this charge. Please explain why this charge was taken. Regards.
THR000052,LA003841,2,agent,complaint,"Dear madam, This is regarding application LA003841. The charge of Rs 500 on your vehicle loan is a late payment charge. It was applied because the may emi was paid after the due date. Regards."
THR000052,LA003841,3,customer,complaint,REF824265 - The emi was late because your own mandate failed. Why should a charge be taken from me for a failure at your end?
THR000052,LA003841,4,agent,complaint,"Hello, This is regarding application LA003841. You are right that the mandate failure was at our end. The charge of Rs 500 is being reversed on your vehicle loan. Thanks and regards.
Best regards,
Kavita Joshi
Customer Service"
THR000053,LA000998,1,customer,kyc,"Hello, I was asked for a pan card for my personal loan but I have already submitted it once. Why is the same pan card being asked for again? www.loanserve.example.in/upload"
THR000053,LA000998,2,agent,kyc,"Dear sir, This is regarding application LA000998. The pan card you submitted earlier was against your older application. A pan card has to be submitted again for this personal loan. Thanks and regards."
THR000053,LA000998,3,customer,kyc,"Dear madam, My reference is LA000998. That is not convenient but I will send the pan card again. Can I bring the pan card to the branch instead of uploading it? https://loanserve.example.in/help/kyc
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more.
Sent from my iPhone"
THR000053,LA000998,4,agent,kyc,"Yes, the pan card can be submitted at any branch. The branch will scan the pan card and attach it to your personal loan application. Thanks and regards."
THR000054,LA007296,1,customer,payment_issue,My emi for july has bounced. There was enough balance in my bank account on the emi date. Thank you.
THR000054,LA007296,2,agent,payment_issue,"Dear customer, The emi bounced because the mandate on your bank account has expired. A fresh mandate has to be registered before the next emi is presented.
Thanks and regards,
Anita Desai
LoanServe Support"
THR000054,LA007296,3,customer,payment_issue,My reference is LA007296. How do I register a fresh mandate for the emi? Will a bounce charge be applied on this emi?
THR000054,LA007296,4,agent,payment_issue,"Dear sir, This is regarding application LA007296. A fresh mandate can be registered from your login under the emi section. The bounce charge of Rs 500 has been waived on this emi. Regards.
Best regards,
Suresh Iyer
Customer Service"
THR000054,LA007296,5,customer,payment_issue,SR538087 - I have registered the fresh mandate today. Will the july emi be presented once more? https://loanserve.example.in/help/kyc Awaiting your response.
THR000054,LA007296,6,agent,payment_issue,"This is regarding application LA007296. The july emi will be presented again once the fresh mandate is active. No further action is needed from your side on the emi. Thank you.
Best regards,
Kavita Joshi
Customer Service"
THR000055,LA009597,1,customer,loan_query,"Respected sir, My reference is LA009597. I already hold a gold loan with you. Am I eligible for a top up on the same gold loan?"
THR000055,LA009597,2,agent,loan_query,A top up on your gold loan is possible after twelve emis have been paid on time. Your gold loan has eighteen emis paid so far. Thank you.
THR000055,LA009597,3,customer,loan_query,"Good morning, Every emi on that gold loan has been paid on time. What top up amount can I expect?
--
Kavita Joshi
Customer"
THR000055,LA009597,4,agent,loan_query,"Dear madam, This is regarding application LA009597. REF514583 - The top up amount depends on the outstanding on your gold loan and on your income. A top up of about Rs 150,000 looks possible on your gold loan. Thank you.
Best regards,
Rohit Kulkarni
Customer Service"
THR000055,LA009597,5,customer,loan_query,"Dear Sir Rs 150,000 would work for me. Which documents are needed for the top up?"
THR000055,LA009597,6,agent,loan_query,"Dear sir, For the top up we need your latest income proof and bank statement. The gold loan documents already with us do not have to be given again. Thank you."
THR000056,LA012408,1,customer,complaint,"Hello, My reference is LA012408. The branch told me one interest rate on my personal loan and the sanction letter shows a different rate. I was given wrong information at the branch."
THR000056,LA012408,2,agent,complaint,We are sorry about the wrong information on your personal loan rate. The rate in the sanction letter is the rate that applies to your personal loan. https://loanserve.example.in/help/kyc Regards.
THR000056,LA012408,3,customer,complaint,Dear Sir My reference is LA012408. Then why was a lower rate quoted to me at the branch? I took the personal loan only because of the rate I was quoted. Thanks in advance.
THR000056,LA012408,4,agent,complaint,"Dear customer, This is regarding application LA012408. The rate quoted to you was the card rate before your profile was scored. Your personal loan rate has been sent for review by the credit team. Thank you."
THR000056,LA012408,5,customer,complaint,CASE609263 - Please tell me the outcome of that review in writing. I do not want another verbal answer on my personal loan. Thank you.
THR000056,LA012408,6,agent,complaint,"This is regarding application LA012408. The outcome of the review will be sent to your registered email. Nothing on your personal loan will be communicated only by phone. Regards.
Best regards,
Suresh Iyer
Customer Service"
THR000057,LA003131,1,customer,kyc,Dear Sir My reference is LA003131. My personal loan application is on hold. The income proof I uploaded was rejected. Can you tell me why the income proof was rejected? Thanks.
THR000057,LA003131,2,agent,kyc,"Dear customer, This is regarding application LA003131. REF229451 - The income proof was rejected because the scanned copy was not clearly readable. Please upload a fresh copy of the income proof from your registered login."
THR000057,LA003131,3,customer,kyc,My reference is LA003131. REF121162 - I have uploaded the income proof again today. How many days does income proof verification take? Awaitng your response.
THR000057,LA003131,4,agent,kyc,"Dear sir, This is regarding application LA003131. Your income proof is now under verification. A fresh income proof is normally verified within five working days."
THR000057,LA003131,5,customer,kyc,Will my personal loan sanction be delayed because the income proof was rejected once?
THR000057,LA003131,6,agent,kyc,"Dear customer, The personal loan sanction will move ahead as soon as the income proof is verified. No further delay is expected on your personal loan application. Thank you.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more.
Best regards,
Vikram Rao
Customer Service"
THR000058,LA005989,1,customer,payment_issue,"I want to change my emi date to the 7th of the month. My salary is credited late and the present emi date does not suit me. Awaitng your response.
--
Rahul Verma
Customer"
THR000058,LA005989,2,agent,payment_issue,This is regarding application LA005989. The emi date can be moved to the 7th from the next cycle. A fresh mandate is needed for the changed emi date. Regards.
THR000058,LA005989,3,customer,payment_issue,"Dear madam, Please go ahead with the change. Is there any charge for changing the emi date? Thanks."
THR000058,LA005989,4,agent,payment_issue,"Dear sir, A charge of Rs 590 applies for changing the emi date. The new emi date takes effect from the next cycle. Regards."
THR000059,LA030513,1,customer,loan_query,"Dear sir, My reference is LA030513. I have been offered a lower rate by another bank. What is the process to transfer my gold loan to that bank? Thanks.
Thanks and regards,
Deepa Pillai"
THR000059,LA030513,2,agent,loan_query,"SR654727 - For a balance transfer of your gold loan we issue a foreclosure letter. The other bank pays the outstanding on your gold loan against that letter. Thank you.
Thanks and regards,
Rohit Kulkarni
LoanServe Support"
THR000059,LA030513,3,customer,loan_query,"Hi How long does the foreclosure letter take? Is there a charge for the balance transfer? Thanks.
Sent from my iPhone"
THR000059,LA030513,4,agent,loan_query,"Hello, The foreclosure letter is issued within seven working days. There is no charge on a floating rate gold loan for a balance transfer. www.loanserve.example.in/upload Thanks and regards."
THR000059,LA030513,5,customer,loan_query,"Hi Please issue the foreclosure letter for my gold loan. Where will the letter be sent?
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000059,LA030513,6,agent,loan_query,This is regarding application LA030513. CASE202803 - The foreclosure letter will be sent to your registered email. A copy of the letter can also be collected from the branch. https://loanserve.example.in/status Thanks and regards.
THR000060,LA000864,1,customer,complaint,"Dear sir, A charge of Rs 500 has been debited on my vehicle loan and I was never told about this charge. Please explain why this charge was taken. Thanks.
Best regards,
Meera Nair"
THR000060,LA000864,2,agent,complaint,REF646704 - The charge of Rs 500 on your vehicle loan is a late payment charge. It was applied because the april emi was paid after the due date. Thanks and regards.
THR000060,LA000864,3,customer,complaint,"The emi was late because your own mandate failed. Why should a charge be taken from me for a failure at your end? www.loanserve.example.in/upload Thanks.
--
Priya Sharma
Customer"
THR000060,LA000864,4,agent,complaint,This is regarding application LA000864. TKT395910 - You are right that the mandate failure was at our end. The charge of Rs 500 is being reversed on your vehicle loan. Thank you.
THR000061,LA008725,1,customer,kyc,"Hi team, My reference is LA008725. I was asked for a income proof for my vehicle loan but I have already submitted it once. Why is the same income proof being asked for again?"
THR000061,LA008725,2,agent,kyc,The income proof you submitted earlier was against your older application. A income proof has to be submitted again for this vehicle loan. Regards.
THR000061,LA008725,3,customer,kyc,That is not convenient but I will send the income proof again. Can I bring the income proof to the branch instead of uploading it?
THR000061,LA008725,4,agent,kyc,"Dear customer, SR859660 - Yes, the income proof can be submitted at any branch. The branch will scan the income proof and attach it to your vehicle loan application. Regards."
THR000062,LA017741,1,customer,payment_issue,Hi My reference is LA017741. I want to change my emi date to the 5th of the month. My salary is credited late and the present emi date does not suit me. Awaitng your response.
THR000062,LA017741,2,agent,payment_issue,"Hello, This is regarding application LA017741. REF938882 - The emi date can be moved to the 5th from the next cycle. A fresh mandate is needed for the changed emi date."
THR000062,LA017741,3,customer,payment_issue,My reference is LA017741. Please go ahead with the change. Is there any charge for changing the emi date? Awaiting your response.
THR000062,LA017741,4,agent,payment_issue,"A charge of Rs 250 applies for changing the emi date. The new emi date takes effect from the next cycle. Regards.
Thanks and regards,
Deepa Pillai
LoanServe Support"
THR000062,LA017741,5,customer,payment_issue,The charge is acceptable to me. When will the new emi date show in my account?
THR000062,LA017741,6,agent,payment_issue,"Dear sir, The new emi date will show in your account once the fresh mandate is active. Your emi amount does not change. www.loanserve.example.in/upload Regards.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more.
Thanks and regards,
Anita Desai
LoanServe Support"
THR000063,LA024291,1,customer,loan_query,"Hi team, Is my personal loan eligible for a moratorium? My income has stopped for a few months and I cannot pay the emi."
THR000063,LA024291,2,agent,loan_query,"SR986317 - A moratorium on your personal loan is considered case by case. Interest keeps adding during the moratorium, so the tenure on your personal loan goes up."
THR000063,LA024291,3,customer,loan_query,My reference is LA024291. I understand that the tenure will go up. What do I have to submit to apply for the moratorium?
THR000063,LA024291,4,agent,loan_query,"Hello, Please submit a written request along with proof of the income loss. The moratorium on your personal loan is decided within three working days.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more.
Thanks and regards,
Arjun Menon
LoanServe Support"
THR000064,LA003772,1,customer,complaint,The branch told me one interest rate on my personal loan and the sanction letter shows a different rate. I was given wrong information at the branch.
THR000064,LA003772,2,agent,complaint,"Dear customer, REF367637 - We are sorry about the wrong information on your personal loan rate. The rate in the sanction letter is the rate that applies to your personal loan. www.loanserve.example.in/upload Thanks and regards."
THR000064,LA003772,3,customer,complaint,"Dear madam, CASE871074 - Then why was a lower rate quoted to me at the branch? I took the personal loan only because of the rate I was quoted."
THR000064,LA003772,4,agent,complaint,The rate quoted to you was the card rate before your profile was scored. Your personal loan rate has been sent for review by the credit team. Thank you.
THR000064,LA003772,5,customer,complaint,TKT166818 - Please tell me the outcome of that review in writing. I do not want another verbal answer on my personal loan. Thanks.
THR000064,LA003772,6,agent,complaint,"Dear customer, The outcome of the review will be sent to your registered email. Nothing on your personal loan will be communicated only by phone. Regards.
Best regards,
Vikram Rao
Customer Service"
THR000065,LA010187,1,customer,kyc,SR797550 - I was asked for a salary slip for my home loan but I have already submitted it once. Why is the same salary slip being asked for again? Awaiting your response.
THR000065,LA010187,2,agent,kyc,The salary slip you submitted earlier was against your older application. A salary slip has to be submitted again for this home loan. Thanks and regards.
THR000065,LA010187,3,customer,kyc,"My reference is LA010187. That is not convenient but I will send the salary slip again. Can I bring the salary slip to the branch instead of uploading it? Thanks.
Sent from my iPhone"
THR000065,LA010187,4,agent,kyc,"Dear customer, Yes, the salary slip can be submitted at any branch. The branch will scan the salary slip and attach it to your home loan application. www.loanserve.example.in/upload Thank you.
Thanks and regards,
Suresh Iyer
LoanServe Support"
THR000066,LA014325,1,customer,payment_issue,Hi TKT164706 - I want to change my emi date to the 7th of the month. My salary is credited late and the present emi date does not suit me.
THR000066,LA014325,2,agent,payment_issue,This is regarding application LA014325. REF559722 - The emi date can be moved to the 7th from the next cycle. A fresh mandate is needed for the changed emi date. Thanks and regards.
THR000066,LA014325,3,customer,payment_issue,My reference is LA014325. Please go ahead with the change. Is there any charge for changing the emi date? Thanks in advance.
THR000066,LA014325,4,agent,payment_issue,"Dear customer, A charge of Rs 500 applies for changing the emi date. The new emi date takes effect from the next cycle."
THR000066,LA014325,5,customer,payment_issue,"Dear sir, My reference is LA014325. REF439735 - The charge is acceptable to me. When will the new emi date show in my account?
Best regards,
Priya Sharma"
THR000066,LA014325,6,agent,payment_issue,"Dear sir, This is regarding application LA014325. SR676391 - The new emi date will show in your account once the fresh mandate is active. Your emi amount does not change. Thank you.
Thanks and regards,
Suresh Iyer
LoanServe Support"
THR000067,LA024904,1,customer,loan_query,REF658858 - I have been offered a lower rate by another bank. What is the process to transfer my home loan to that bank? Regards.
THR000067,LA024904,2,agent,loan_query,"Hello, This is regarding application LA024904. CASE809453 - For a balance transfer of your home loan we issue a foreclosure letter. The other bank pays the outstanding on your home loan against that letter. https://loanserve.example.in/status
Best regards,
Suresh Iyer
Customer Service"
THR000067,LA024904,3,customer,loan_query,"Hi team, How long does the foreclosure letter take? Is there a charge for the balance transfer?"
THR000067,LA024904,4,agent,loan_query,"The foreclosure letter is issued within seven working days. There is no charge on a floating rate home loan for a balance transfer. Regards.
Thanks and regards,
Priya Sharma
LoanServe Support"
THR000067,LA024904,5,customer,loan_query,"Please issue the foreclosure letter for my home loan. Where will the letter be sent?
Thanks and regards,
Anita Desai"
THR000067,LA024904,6,agent,loan_query,"Dear sir, TKT707705 - The foreclosure letter will be sent to your registered email. A copy of the letter can also be collected from the branch. https://loanserve.example.in/help/kyc Thanks and regards."
THR000068,LA032977,1,customer,complaint,"I have written about my gold loan three times and nobody has replied. This is the fourth time I am writing about the same issue.
Thanks and regards,
Meera Nair"
THR000068,LA032977,2,agent,complaint,"Dear sir, We are sorry that your earlier mails on the gold loan went unanswered. Your issue has been escalated to the service manager. Regards.
Thanks and regards,
Priya Sharma
LoanServe Support"
THR000068,LA032977,3,customer,complaint,"Respected sir, Escalation is fine but I still have no answer on my gold loan. When will somebody actually reply with an answer? Thanks in advance."
THR000068,LA032977,4,agent,complaint,"Dear sir, This is regarding application LA032977. The service manager will call you on your registered number within two working days. The answer on your gold loan will be given on that call. Thank you."
THR000068,LA032977,5,customer,complaint,"I received the call and the issue on my gold loan is clear now. Please close this complaint. Regards.
--
Kavita Joshi
Customer"
THR000068,LA032977,6,agent,complaint,"Dear madam, This is regarding application LA032977. Thank you for confirming that the gold loan issue is clear. This complaint is being closed as resolved. Thank you."
THR000069,LA000522,1,customer,kyc,"Hello, My reference is LA000522. REF282497 - My kyc is showing as incomplete on my personal loan. The name printed on my salary slip does not match the name in your records."
THR000069,LA000522,2,agent,kyc,"The name mismatch on your salary slip is the reason the kyc is incomplete. Please share a salary slip that carries the corrected name. Thank you.
Best regards,
Priya Sharma
Customer Service"
THR000069,LA000522,3,customer,kyc,"Good morning, My reference is LA000522. I have attached the corrected salary slip with the right name. Does anything else have to change for the kyc?"
THR000069,LA000522,4,agent,kyc,"Hello, This is regarding application LA000522. The corrected salary slip has been received and sent for checking. Nothing else is pending on your kyc right now. Thank you.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000069,LA000522,5,customer,kyc,"Good morning, How will I know when the kyc is marked complete? https://loanserve.example.in/help/kyc"
THR000069,LA000522,6,agent,kyc,"Hello, This is regarding application LA000522. You will get an sms as soon as the kyc is marked complete. The kyc status also shows on your personal loan application page. https://loanserve.example.in/status Thanks and regards.
Best regards,
Priya Sharma
Customer Service"
THR000070,LA012329,1,customer,payment_issue,"My reference is LA012329. CASE641322 - I want to prepay Rs 300,000 on my gold loan. Does a part prepayment reduce the emi or the tenure? Awaiting your response.
Sent from my iPhone"
THR000070,LA012329,2,agent,payment_issue,"TKT618801 - A part prepayment of Rs 300,000 can reduce either the emi or the tenure on your gold loan. You have to tell us which of the two you want. Thank you.
Thanks and regards,
Meera Nair
LoanServe Support"
THR000070,LA012329,3,customer,payment_issue,"Dear sir, My reference is LA012329. SR290673 - Please reduce the tenure and keep the emi as it is. Is there a prepayment charge on my gold loan? Regards.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more.
--
Priya Sharma
Customer"
THR000070,LA012329,4,agent,payment_issue,"There is no prepayment charge on a floating rate gold loan. The tenure will reduce once the prepayment of Rs 300,000 is received. Regards."
THR000071,LA019570,1,customer,loan_query,"Respected sir, I already hold a gold loan with you. Am I eligible for a top up on the same gold loan? Thanks.
--
Priya Sharma
Customer"
THR000071,LA019570,2,agent,loan_query,"Dear sir, This is regarding application LA019570. A top up on your gold loan is possible after twelve emis have been paid on time. Your gold loan has nine emis paid so far. Regards."
THR000071,LA019570,3,customer,loan_query,Every emi on that gold loan has been paid on time. What top up amount can I expect?
THR000071,LA019570,4,agent,loan_query,"Dear madam, This is regarding application LA019570. The top up amount depends on the outstanding on your gold loan and on your income. A top up of about Rs 150,000 looks possible on your gold loan. www.loanserve.example.in/upload
Thanks and regards,
Rohit Kulkarni
LoanServe Support"
THR000071,LA019570,5,customer,loan_query,"Hi team, My reference is LA019570. CASE160109 - Rs 150,000 would work for me. Which documents are needed for the top up? www.loanserve.example.in/upload
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more.
Sent from my iPhone"
THR000071,LA019570,6,agent,loan_query,"Dear sir, This is regarding application LA019570. For the top up we need your latest income proof and bank statement. The gold loan documents already with us do not have to be given again.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000072,LA015405,1,customer,complaint,"Hi My reference is LA015405. SR673431 - I have written about my gold loan three times and nobody has replied. This is the fourth time I am writing about the same issue. Thank you.
Sent from my iPhone"
THR000072,LA015405,2,agent,complaint,"Dear madam, This is regarding application LA015405. CASE323016 - We are sorry that your earlier mails on the gold loan went unanswered. Your issue has been escalated to the service manager."
THR000072,LA015405,3,customer,complaint,"Dear sir, My reference is LA015405. TKT845125 - Escalation is fine but I still have no answer on my gold loan. When will somebody actually reply with an answer? www.loanserve.example.in/upload
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000072,LA015405,4,agent,complaint,"Hello, This is regarding application LA015405. The service manager will call you on your registered number within five working days. The answer on your gold loan will be given on that call. Thanks and regards.
Best regards,
Arjun Menon
Customer Service"
THR000072,LA015405,5,customer,complaint,"Dear madam, I received the call and the issue on my gold loan is clear now. Please close this complaint. Thank you.
Sent from my iPhone"
THR000072,LA015405,6,agent,complaint,"This is regarding application LA015405. CASE901804 - Thank you for confirming that the gold loan issue is clear. This complaint is being closed as resolved.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000073,LA017438,1,customer,kyc,"Dear sir, REF160443 - I was asked for a pan card for my personal loan but I have already submitted it once. Why is the same pan card being asked for again?"
THR000073,LA017438,2,agent,kyc,SR502375 - The pan card you submitted earlier was against your older application. A pan card has to be submitted again for this personal loan. www.loanserve.example.in/upload Thanks and regards.
THR000073,LA017438,3,customer,kyc,My reference is LA017438. CASE609803 - That is not convenient but I will send the pan card again. Can I bring the pan card to the branch instead of uploading it? Regards.
THR000073,LA017438,4,agent,kyc,"Dear customer, SR697200 - Yes, the pan card can be submitted at any branch. The branch will scan the pan card and attach it to your personal loan application. www.loanserve.example.in/upload Regards."
THR000074,LA012379,1,customer,payment_issue,"Hi team, I want to prepay Rs 100,000 on my home loan. Does a part prepayment reduce the emi or the tenure?"
THR000074,LA012379,2,agent,payment_issue,"Dear sir, A part prepayment of Rs 100,000 can reduce either the emi or the tenure on your home loan. You have to tell us which of the two you want. Thanks and regards."
THR000074,LA012379,3,customer,payment_issue,SR129563 - Please reduce the tenure and keep the emi as it is. Is there a prepayment charge on my home loan?
THR000074,LA012379,4,agent,payment_issue,"There is no prepayment charge on a floating rate home loan. The tenure will reduce once the prepayment of Rs 100,000 is received. https://loanserve.example.in/help/kyc"
THR000075,LA009574,1,customer,loan_query,"My reference is LA009574. I already hold a gold loan with you. Am I eligible for a top up on the same gold loan?
Sent from my iPhone"
THR000075,LA009574,2,agent,loan_query,"Hello, This is regarding application LA009574. A top up on your gold loan is possible after twelve emis have been paid on time. Your gold loan has twenty two emis paid so far. Regards."
THR000075,LA009574,3,customer,loan_query,My reference is LA009574. Every emi on that gold loan has been paid on time. What top up amount can I expect? Awaiting your response.
THR000075,LA009574,4,agent,loan_query,"Dear customer, This is regarding application LA009574. The top up amount depends on the outstanding on your gold loan and on your income. A top up of about Rs 150,000 looks possible on your gold loan. Thanks and regards."
THR000075,LA009574,5,customer,loan_query,"Respected sir, My reference is LA009574. Rs 150,000 would work for me. Which documents are needed for the top up?"
THR000075,LA009574,6,agent,loan_query,"Hello, This is regarding application LA009574. For the top up we need your latest income proof and bank statement. The gold loan documents already with us do not have to be given again. https://loanserve.example.in/status Thank you."
THR000076,LA006068,1,customer,complaint,"Respected sir, REF705512 - I have written about my home loan three times and nobody has replied. This is the fourth time I am writing about the same issue."
THR000076,LA006068,2,agent,complaint,"Hello, This is regarding application LA006068. SR582339 - We are sorry that your earlier mails on the home loan went unanswered. Your issue has been escalated to the service manager. https://loanserve.example.in/status Thank you.
Thanks and regards,
Rahul Verma
LoanServe Support"
THR000076,LA006068,3,customer,complaint,"Dear sir, My reference is LA006068. Escalation is fine but I still have no answer on my home loan. When will somebody actually reply with an answer?"
THR000076,LA006068,4,agent,complaint,"Dear customer, REF165904 - The service manager will call you on your registered number within five working days. The answer on your home loan will be given on that call. Thank you.
Thanks and regards,
Suresh Iyer
LoanServe Support"
THR000076,LA006068,5,customer,complaint,"Good morning, TKT347694 - I received the call and the issue on my home loan is clear now. Please close this complaint. Regards.
Sent from my iPhone"
